"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"79-89-89-37","6194-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",1,2,4,1,,12,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,100000,10,,,,,,,8,,,,,,,,,,,,,20,1,1,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,3,,,,,,,,3,3,3,,,,,,,,6,6,6,,,,,,,,1,1,2,3,,,,,,,,3,3,3,,,,,,,,6,6,6,,,,,,,,1,1,2,3,4,,,,,,,2,2,2,2,,,,,,,8,8,8,8,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"79-89-89-37","6194-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",1,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,150000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2001,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"79-89-89-37","6194-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,200000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2007,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,11,,,
"37-52-14-90","6195-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,8,1,,71,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,1,7,,3,2,,,,98,,1000000,1,,,,3,1,1,8,1,2,1,1,,2,,,,,,,,,,,1993,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,7,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,4,4,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,71,,,
"37-52-14-90","6195-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37-52-14-90","6195-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37-52-14-90","6195-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,3,3,5,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,1,7,,3,2,,,,0,,1500000,7,,,,,,,4,,,,,,,,,40000,9,1,1,1,1,1,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,14,,,,,,,,,,6,,,,,,,,,,1,2,,,,,,,,,,7,,,,,,,,,,6,,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,6,6,,,,,,,,,1,0,2,0,80000,0,2,0,40000,0,0,0,0,2,,,,,,2,,2,6,
"37-52-14-90","6195-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",,2,2,4,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,3,2,,,,0,,150000,7,,,,,,,1,,,,,,,,,0,,,1,1,1,1,2,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,1,0,2,0,20000,0,2,0,15000,0,0,0,0,2,,,,,,2,,2,6,
"06-31-96-51","6206-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,2,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,2000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2013,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,6,6,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,12,12,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,5
"06-31-96-51","6206-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",4,0,7,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,3000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2010,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,14,14,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,30,30,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,5
"82-69-24-92","6207-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,0,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,1000000,5,,,,3,1,2,8,1,,1,1,,2,,,,,,,,,,,2005,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,60,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,71,,,
"54-09-11-75","6208-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",4,1,2,1,,71,1,0,1,2,,,,1,0,2,,,,,2,2,2,2,,2,,,3,2,,,,0,,5000000,1,,,,3,2,,8,1,2,1,1,2,1,,,,,,,,,,,1980,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,,,,,,,,3,3,3,,,,,,,,3,3,3,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"45-98-66-27","6209-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-98-66-27","6209-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-49-58-42","6210-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,4,6,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,700000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2015,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,9,9,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,6,6,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,11,,,
"99-49-58-42","6210-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-94-78-51","6210-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0.3,0.3,1,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,500000,7,,,,,,,8,,,,,,,,,20000,1,2,1,2,1,1,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,20,20,,,,,,,,,8,8,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,7,7,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,2,6,
"26-39-50-18","6210-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,0,1,,11,1,0,1,,,,,1,0,1,2,,,,2,1,2,2,,2,,,3,2,,,,0,,700000,2,,,,3,2,,8,1,2,1,1,2,2,,,,,,,,,,,2016,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,3,3,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,8,8,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"26-39-50-18","6210-001-04",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,0,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,2,,,1,2,,,,0,,1000000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,2,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,30,30,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,60,60,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,30,30,,,,,,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"12-12-01-70","6211-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,2.5,1,,71,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,400000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2008,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,10,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,71,,,
"12-12-01-70","6211-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",3,1.5,4,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,4,2,,,,0,,450000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2008,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,23,10,,,,,,,,,6,5,,,,,,,,,1,1,2,,,,,,,,,27,7,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,12,7,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"34-04-89-69","6212-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,2,1,,11,1,0,2,,,,,1,0,2,,,,,2,2,2,2,,2,,,3,2,,,,0,,2400000,4,,,,,,,8,,,,,,,,,,,,,21,1,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,3,,,,,,,,,7,7,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,5,5,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,5,5,,,,,,,,,4,4,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,31,,,
"33-59-62-20","6213-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,3,6000000,5,,,,2,,,8,1,2,1,1,,1,,,,,,,,,,,1997,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"33-59-62-20","6213-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",1,1,1,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,3,2,,,,98,,2000000,5,,,,3,1,2,8,1,2,1,1,2,1,,,,,,,,,,,2009,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,14,,,,,,,,,,9,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,9,,,,,,,,,,1,0,0,0,0,3,0,0,30000,0,0,0,0,2,,,,,,1,11,,,
"33-59-62-20","6213-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-63-10-66","6225-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,3,2,,,,0,,2000000,6,,,,,,,1,,,,,,,,,,,,,2,1,2,,,,1,1,2,,,,,,,1,2,3,9000,3,9,1,2,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,1,2,,1,,3,,,,,
"95-07-03-49","6227-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.01,2,1,,11,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,3,2,,,,0,,10000000,5,,,,1,,,1,1,2,1,1,2,2,,,,,,,,,,,2000,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,2,2,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,3,2,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,,1,,3,,,,,
"95-07-03-49","6227-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,55,8,3,1,,22,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,3,2,,,,0,,100000000,1,,,,3,1,1,8,1,,1,1,2,2,,,,,,,,,,,2006,2,1,1,1,7000,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,4,4,,,,,,,,,1,3,2,0,100000,3,2,0,100000,0,0,0,0,1,1,11,,,,,,,,
"56-36-73-36","6228-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1500000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2000,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,
"95-58-90-60","6229-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,60,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10000000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2014,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,3,,,,,
"95-58-90-60","6229-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,61,1,7,1,,31,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,15000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2017,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,3,4,,,,,,,5,5,2,2,,,,,,,6,6,6,6,,,,,,,1,1,2,3,4,,,,,,,7,7,2,2,,,,,,,5,5,5,5,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,1,2,,1,,3,,,,,
"31-43-47-48","6232-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31-43-47-48","6232-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,80,0.5,5,1,,31,1,0,2,4,,,,1,0,2,4,,,,3,2,2,2,,2,,,1,2,,,,0,,5000000,1,,,,3,1,1,8,2,4,1,2,4,2,,,,,,,,,,,1995,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,1,4,2,3,70000,4,0,0,20000,0,0,3,0,1,1,11,,,,,,,,
"42-99-08-38","6244-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,3,1,,31,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,3,2,,,,0,,20000000,1,,,,3,1,1,8,1,,1,1,2,2,,,,,,,,,,,2012,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,30,30,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,15,15,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,1,1,31,,,,,,,,
"42-99-08-38","6244-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-99-08-38","6244-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,2.5,3,5.5,1,,11,1,0,1,2,,,,1,0,1,,,,,2,2,2,2,,2,,,3,2,,,,0,,25000000,6,,,,,,,8,,,,,,,,,,,,,20,1,1,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,40,40,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,21,21,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,1,1,31,,,,,,,,
