"interview__key","y5_hhid","plot_id","plotname","ag2a_03","ag2a_04","ag2a_05","ag2a_05a","ag2a_06","ag2a_07__Accuracy","ag2a_07__Altitude","ag2a_07__Latitude","ag2a_07__Longitude","ag2a_07__Timestamp","ag2a_07a","ag2a_07b","ag2a_07c_1","ag2a_07c_2","ag2a_07c_3","ag2a_08","ag2a_09","ag2a_10"
"13-03-41-28","6002-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.79,3
"13-03-41-28","6002-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"81-54-24-30","6003-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.69,3
"81-54-24-30","6003-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"81-54-24-30","6003-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.04,3
"29-95-19-42","6016-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"29-95-19-42","6016-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"29-95-19-42","6016-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"09-64-88-48","6017-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"53-68-94-86","6018-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"53-68-94-86","6018-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"68-25-13-09","6021-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"55-34-45-24","6022-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"07-48-74-58","6035-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.78,2
"83-05-08-18","6036-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"83-05-08-18","6036-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",4,1,4,,,,1.38,3
"10-14-55-39","6037-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.77,3
"10-14-55-39","6037-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.11,3
"10-14-55-39","6037-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,6.08,3
"12-59-79-52","6038-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.75,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.82,1
"02-10-69-09","6039-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"02-10-69-09","6039-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"62-44-54-15","6040-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",4,1,4,,,,2.46,3
"69-16-29-08","6042-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,5.16,1
"69-16-29-08","6042-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,"M2",1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"42-91-10-70","6042-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,2,,,,,9.49,3
"42-91-10-70","6042-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"51-02-45-50","6057-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"88-88-77-01","6074-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,1,2,,,2.26,3
"47-51-56-85","6075-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.52,1
"03-51-56-44","6076-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.44,2
"04-11-05-77","6077-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,9.39,2
"04-11-05-77","6077-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"04-11-05-77","6077-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.4,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.84,3
"90-51-97-20","6078-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.3,1
"97-93-22-89","6080-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.37,1
"97-93-22-89","6080-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.81,1
"69-83-52-17","6081-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"69-83-52-17","6081-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,1.14,3
"69-83-52-17","6081-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.38,1
"98-41-89-29","6092-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.28,4
"67-53-69-10","6093-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.08,3
"67-53-69-10","6093-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"58-61-73-62","6094-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.3,5
"58-61-73-62","6094-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"58-61-73-62","6094-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.75,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.01,1
"58-61-73-62","6094-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.09,1
"54-05-19-51","6094-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,3
"23-11-44-09","6095-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"23-11-44-09","6095-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,4
"23-11-44-09","6095-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.8,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.35,4
"23-11-44-09","6095-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.39,4
"23-11-44-09","6095-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.43,4
"23-11-44-09","6095-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.5,4
"67-38-97-81","6096-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",5,1,5,,,,2.9,3
"54-69-37-59","6097-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.77,4
"17-87-45-37","6098-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.12,4
"17-87-45-37","6098-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.72,4
"17-87-45-37","6098-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"82-38-88-87","6099-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.02,6
"11-28-10-27","6111-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.42,3
"32-80-84-06","6112-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.71,1
"32-80-84-06","6112-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.61,1
"37-68-62-19","6113-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"37-68-62-19","6113-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.5,3
"54-19-44-17","6114-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.37,2
"11-95-77-21","6115-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.32,3
"59-91-92-12","6116-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.74,1
"59-91-92-12","6116-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.69,1
"93-28-31-46","6117-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.8,2
"93-28-31-46","6117-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.1,2
"57-19-84-55","6118-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.87,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,1,,,,1.13,3
"57-19-84-55","6118-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.83,3
"62-45-14-04","6130-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"62-45-14-04","6130-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.15,2
"43-13-81-13","6131-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"43-13-81-13","6131-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"43-13-81-13","6131-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,9.5,2
"99-47-59-37","6132-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.7,3
"99-47-59-37","6132-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"99-47-59-37","6132-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"27-72-81-60","6133-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"27-72-81-60","6133-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"27-72-81-60","6133-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"22-70-22-95","6135-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"78-07-69-38","6137-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,10.49,1
"78-07-69-38","6137-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,24.36,3
"78-07-69-38","6137-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,12.52,3
"65-97-14-24","6149-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"65-97-14-24","6149-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"65-97-14-24","6149-001-03",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",4,1,4,,,,1.6,2
"86-36-46-36","6150-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"86-36-46-36","6150-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.33,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"88-99-03-54","6151-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.5,2
"88-99-03-54","6151-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"70-44-66-33","6152-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.71,2
"70-44-66-33","6152-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,2
"70-44-66-33","6152-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.55,2
"70-44-66-33","6152-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M4",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.3,2
"70-44-66-33","6152-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M5",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.9,1
"70-44-66-33","6152-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M6",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"52-66-48-20","6153-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,1,,,,0.56,1
"52-66-48-20","6153-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.01,1
"52-66-48-20","6153-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.32,1
"52-66-48-20","6153-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M4",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.88,1
"00-62-14-06","6154-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.07,2
"00-62-14-06","6154-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.07,2
