"interview__key","y5_hhid","plot_id","cropid","ag6b_02","ag6b_03","ag6b_04","ag6b_05","ag6b_06","ag6b_06a","ag6b_07_1","ag6b_07_2","ag6b_07_3","ag6b_07_4","ag6b_08_1","ag6b_08_2","ag6b_09","ag6b_10","ag6b_11"
"52-64-08-67","6952-001-01",1,21,100,2020,100,2,,1,2020,4,2020,5,1,4,15,2,
"46-99-43-26","6953-001-01",1,46,33,2000,0,2,,1,2020,9,2020,11,1,2,84,2,
"66-44-70-23","6966-001-01",1,46,10,2007,0,2,,1,2020,9,2020,11,1,,100,2,
"66-44-70-23","6966-001-01",2,46,50,2017,10,2,,1,2020,9,2020,12,1,,400,2,
"37-06-23-14","6966-001-02",1,46,12,1900,0,2,,2,,,,,,,,,
"83-11-49-91","6966-001-03",1,46,12,2020,0,2,,2,,,,,,,,,
"62-22-46-87","6967-001-01",1,46,34,2001,0,2,,1,2020,10,2020,11,1,,66,2,
"62-22-46-87","6967-001-01",2,34,48,2020,44,1,2,1,2020,8,2020,8,1,2,160,1,3
"62-22-46-87","6967-001-01",2,46,38,2019,0,1,2,2,,,,,,,,,
"50-56-53-18","6968-001-01",1,46,7,2014,1,2,,1,2020,9,2020,12,1,2,20,2,
"50-56-53-18","6968-001-01",2,46,10,1995,0,2,,1,2020,9,2020,12,1,2,40,2,
"50-56-53-18","6968-001-01",3,46,85,1999,0,2,,1,2020,9,2020,12,1,2,120,1,5
"50-56-53-18","6968-001-01",4,46,35,1974,0,2,,1,2020,9,2020,12,1,2,25,1,5
"43-58-35-80","6969-001-01",1,21,150,2021,150,1,2,1,2020,8,2020,9,1,,180,2,
"43-58-35-80","6969-001-01",1,46,60,1900,18,1,2,1,2020,10,2021,12,1,,300,1,5
"43-58-35-80","6969-001-01",2,46,10,2010,0,2,,1,2020,10,2021,12,1,,200,2,
"43-58-35-80","6969-001-01",3,46,12,1999,0,1,2,1,2020,10,2020,12,1,,250,2,
"00-02-34-81","6969-001-03",2,21,100,2021,100,2,,2,,,,,,,,,
"00-02-34-81","6969-001-03",2,46,32,2020,25,1,2,2,,,,,,,,,
"15-13-25-31","6970-001-01",2,46,60,2011,0,2,,1,2020,9,2020,12,1,5,300,2,
"60-66-83-58","6971-001-01",1,46,30,2003,0,2,,1,2020,10,2020,11,1,2,50,1,4
"60-66-83-58","6971-001-01",2,21,350,2019,150,1,2,1,2020,7,2020,9,1,2,480,2,
"60-66-83-58","6971-001-01",2,46,45,2015,10,2,,2,,,,,,,,,
"65-25-95-94","6972-001-01",1,46,75,2015,10,2,,1,2020,10,2020,12,1,4,200,1,5
"53-85-21-06","6973-001-01",1,46,35,1900,0,1,2,1,2020,9,2020,10,1,2,100,1,5
"53-85-21-06","6973-001-01",2,46,6,2015,0,1,2,1,2020,9,2020,10,1,2,60,2,
"35-21-67-11","6986-001-01",1,45,21,9999,0,1,2,1,2021,7,2021,7,1,3,16,2,
"35-21-67-11","6986-001-01",3,46,22,9999,0,2,,1,2020,10,2020,10,1,,60,1,4
"64-88-79-47","6987-001-01",1,45,5,1900,0,2,,1,2020,8,2021,7,1,2,100,1,5
"99-49-91-34","6988-001-01",3,46,17,2011,0,1,2,1,2020,11,2020,12,1,7,120,1,4
"99-49-91-34","6988-001-01",6,46,50,2020,50,1,2,2,,,,,,,,,
"87-64-23-47","6989-001-03",1,21,200,2020,200,2,,1,2020,7,2020,8,3,4,250,2,
"87-64-23-47","6989-001-03",1,45,12,1999,0,1,2,1,2020,8,2021,7,3,,435,2,
"87-64-23-47","6989-001-03",1,46,50,2000,38,2,,1,2020,9,2020,11,3,,85,2,
"40-09-63-23","6991-001-01",2,21,200,2021,200,2,,1,2021,5,2021,7,1,3,200,2,
"40-09-63-23","6991-001-01",2,46,20,2020,17,2,,2,,,,,,,,,
"94-41-63-62","6991-001-06",1,46,17,1980,0,2,,1,2020,9,2020,12,1,,150,2,
"94-41-63-62","6991-001-06",4,46,74,2000,25,2,,1,2020,9,2020,12,1,,250,2,
"25-50-62-80","6992-001-01",1,46,96,2010,20,1,2,1,2020,10,2020,11,1,,500,2,
"25-50-62-80","6992-001-01",2,46,10,2019,0,2,,1,2020,10,2020,11,1,,60,2,
"43-19-97-25","6994-001-01",1,46,49,1999,0,2,,1,2020,9,2020,12,1,,36,2,
"04-63-36-48","7007-001-01",2,46,57,2014,0,2,,2,,,,,,,,,
"18-92-38-96","7025-001-01",1,304,10,1999,8,1,2,2,,,,,,,,,
"18-92-38-96","7025-001-01",2,21,50,2021,40,1,2,2,,,,,,,,,
"18-92-38-96","7025-001-01",2,53,100,1984,0,1,2,2,,,,,,,,,
"19-85-87-43","7028-001-01",1,304,10,1990,0,2,,1,2020,7,2021,6,1,2,275,2,
"45-81-24-07","7030-001-01",1,304,20,2019,0,2,,2,,,,,,,,,
"45-81-24-07","7030-001-01",4,304,50,2002,0,2,,1,2020,10,2020,10,1,,1000,2,
"41-71-43-39","7043-001-01",2,21,100,2020,100,2,,1,2020,7,2021,7,1,,400,1,3
"09-53-61-52","7045-001-01",1,21,40,2019,30,2,,1,2020,8,2020,10,1,,150,2,
"09-53-61-52","7045-001-01",1,60,200,2018,50,2,,1,2020,6,2021,7,1,2,500,2,
"09-53-61-52","7045-001-01",1,304,4,2019,0,2,,2,,,,,,,,,
"21-93-66-05","7045-001-03",1,60,30,2020,10,2,,1,2020,8,2020,11,1,,300,2,
"21-89-88-28","7085-001-01",1,21,500,2019,200,1,2,1,2020,5,2021,6,1,,500,2,
"21-89-88-28","7085-001-01",1,34,2,2020,0,1,2,1,2020,5,2021,6,1,,2,2,
"21-89-88-28","7085-001-01",1,60,7,2019,2,1,2,2,,,,,,,,,
"21-89-88-28","7085-001-01",1,304,480,2020,400,1,2,2,,,,,,,,,
"21-89-88-28","7085-001-01",2,304,2,2018,0,2,,2,,,,,,,,,
"21-89-88-28","7085-001-01",3,304,80,2021,80,2,,2,,,,,,,,,
"06-49-50-71","7106-001-01",1,53,100,2017,0,2,,2,,,,,,,,,
"29-40-20-76","7110-001-01",1,304,2,2018,0,1,3,2,,,,,,,,,
"78-35-45-17","7119-001-01",1,21,2000,2019,500,1,2,1,2020,1,2020,12,1,,180,2,
"10-98-13-23","7119-001-04",1,21,560,2020,560,2,,2,,,,,,,,,
"98-75-56-67","7123-001-01",2,21,2650,2021,2650,1,2,2,,,,,,,,,
"21-63-86-53","7124-001-01",3,21,1850,2020,1850,2,,2,,,,,,,,,
"13-52-97-31","7143-001-01",1,21,1200,2020,0,1,2,1,2021,5,2021,5,1,2,60,2,
"70-94-18-57","7156-001-01",1,21,3000,2020,0,1,2,2,,,,,,,,,
"70-94-18-57","7156-001-01",3,21,2020,2020,0,2,,2,,,,,,,,,
"89-15-40-32","7156-001-07",1,21,1125,2020,1125,1,2,2,,,,,,,,,
"82-99-49-70","7157-001-01",2,21,2000,2021,2000,2,,1,2020,9,2021,8,1,,360,2,
"48-98-09-92","7159-001-01",2,21,11250,2019,700,2,,1,2020,9,2021,8,1,3,660,1,4
"74-82-94-05","7161-001-01",1,304,20,2004,0,2,,2,,,,,,,,,
"45-44-01-96","7166-001-01",1,21,4600,2020,4600,2,,2,,,,,,,,,
"45-44-01-96","7166-001-01",2,21,3600,2020,0,2,,1,2020,11,2021,5,1,2,180,2,
"45-44-01-96","7166-001-01",3,21,6000,2021,6000,2,,1,2021,5,2021,5,1,2,60,2,
"46-11-79-01","7166-001-03",1,21,2635,2020,2635,1,2,2,,,,,,,,,
"83-54-03-75","7178-001-01",1,304,50,2006,0,2,,2,,,,,,,,,
"80-08-62-55","7179-001-01",1,304,500,2004,0,2,,2,,,,,,,,,
"77-00-39-76","7195-001-01",2,54,1200,2013,200,1,2,1,2020,6,2021,6,1,2,160,2,
"63-50-84-21","7196-001-01",4,54,96,2020,2020,2,,2,,,,,,,,,
"00-59-89-48","7198-001-01",3,54,1500,2017,300,1,2,1,2020,6,2020,8,1,,600,2,
"00-59-89-48","7198-001-01",4,54,3200,2011,400,1,2,1,2020,6,2020,8,1,2,3000,2,
"82-43-40-06","7214-001-01",1,60,25,1900,0,2,,1,2020,10,2020,12,1,,70,2,
"34-57-40-28","7215-001-01",1,21,30,2020,70,1,2,1,2021,4,2021,5,1,,20,2,
"34-57-40-28","7215-001-01",1,54,2,1950,0,1,2,2,,,,,,,,,
"34-57-40-28","7215-001-01",2,302,1,1990,0,1,2,2,,,,,,,,,
"94-63-12-26","7217-001-01",1,21,40,2020,40,1,2,1,2021,4,2021,4,1,,7098,2,
"55-07-80-34","7219-001-01",1,55,3000,1988,0,1,2,1,2020,5,2021,4,1,,2400,2,
"55-07-80-34","7219-001-01",1,60,500,2019,50,1,2,1,2020,5,2021,4,1,,250,2,
"55-07-80-34","7219-001-01",1,304,20,2016,0,1,2,2,,,,,,,,,
"92-02-31-70","7220-001-01",1,60,40,2000,0,1,2,1,2020,1,2021,6,1,,20,2,
"03-88-81-18","7233-001-02",1,54,50,1993,0,1,2,1,2020,7,2020,9,2,,10,1,3
"18-17-32-42","7235-001-01",1,998,68,2021,18,1,2,1,2021,7,2021,7,1,2,8,2,
"18-17-32-42","7235-001-01",2,304,120,2014,0,2,,1,2020,1,2021,1,1,2,4,2,
"22-75-61-33","7236-001-01",5,304,600,2017,0,2,,2,,,,,,,,,
"12-90-93-31","7237-001-01",1,304,650,2012,150,1,2,1,2021,7,2021,7,1,,200,2,
"41-63-57-78","7238-001-01",1,304,300,2010,150,2,,1,2020,9,2020,9,1,,15000,2,
"66-77-07-59","7252-001-01",1,54,1600,2006,0,1,2,1,2020,6,2020,7,1,21,750,1,4
"66-77-07-59","7252-001-01",4,54,1700,1997,0,1,2,1,2020,6,2020,7,1,21,750,1,4
"35-55-15-71","7252-001-09",1,54,100,2021,50,1,2,1,2020,7,2021,5,1,,100,2,
"00-28-92-71","7252-001-13",1,54,300,2012,10,2,,1,2020,5,2020,7,1,2,25,2,
"00-28-92-71","7252-001-13",2,21,15,2020,50,1,2,2,,,,,,,,,
"00-28-92-71","7252-001-13",2,54,300,2014,10,2,,1,2020,5,2020,7,1,2,25,2,
"23-03-77-96","7253-001-01",1,54,800,1997,0,2,,1,2020,6,2020,8,1,,250,1,4
"23-03-77-96","7253-001-01",2,54,510,2008,0,1,2,1,2020,6,2020,8,1,2,150,1,4
"89-93-63-09","7254-001-02",1,54,450,2004,50,2,,1,2020,6,2020,7,1,,110,2,
"89-93-63-09","7254-001-02",3,54,500,2019,500,2,,2,,,,,,,,,
"52-66-54-87","7255-001-02",1,54,350,2015,15,1,2,1,2020,7,2021,6,1,2,200,1,4
"27-28-31-48","7256-001-01",1,54,200,2017,0,2,,1,2020,6,2020,7,1,2,25,2,
"15-61-79-53","7257-001-01",1,54,400,1990,0,2,,1,2020,5,2020,6,1,2,15,2,
"15-61-79-53","7257-001-01",1,304,14,1992,0,2,,2,,,,,,,,,
"49-28-25-58","7258-001-01",1,54,1400,2004,100,1,2,1,2020,5,2020,6,1,,210,2,
"49-28-25-58","7258-001-01",2,60,5000,2019,5000,1,2,2,,,,,,,,,
"83-24-43-62","7273-001-01",5,46,2,2020,0,2,,2,,,,,,,,,
"70-90-36-85","7277-001-01",1,303,248,1900,0,1,2,1,2020,8,2021,7,1,2,380,2,
"70-90-36-85","7277-001-01",2,303,560,1900,0,2,,2,,,,,,,,,
"97-27-00-81","7291-001-01",1,303,1,2019,0,2,,2,,,,,,,,,
"42-92-22-90","7327-001-01",1,45,2,2009,0,2,,1,2020,4,2020,4,1,,35,2,
"26-24-63-12","7338-001-03",1,21,150,2019,15,2,,1,2020,7,2020,9,1,,160,2,
"02-14-73-11","7338-001-04",2,21,200,2021,200,2,,1,2020,4,2020,6,1,,600,2,
"30-25-85-65","7346-001-01",1,21,250,2020,250,2,,1,2020,8,2021,7,1,2,400,2,
"34-59-88-06","7357-001-01",1,45,1,2011,0,2,,1,2020,6,2021,1,1,,21,2,
"61-62-58-05","7365-001-01",1,21,50,2021,50,2,,1,2020,12,2021,5,1,,80,2,
"11-89-03-91","7366-001-01",2,21,100,2021,200,2,,1,2020,1,2020,8,1,,800,2,
"11-89-03-91","7366-001-01",2,45,20,1990,0,2,,1,2020,1,2020,9,1,,630,2,
"20-57-15-03","7367-001-01",3,21,200,2021,250,2,,1,2020,11,2020,11,2,,100,1,2
"35-07-68-11","7368-001-01",1,21,250,2020,250,2,,1,2021,2,2021,4,1,2,400,2,
"10-69-14-06","7370-001-01",2,21,200,2020,200,1,2,1,2020,11,2021,4,1,,150,2,
"97-61-41-01","7403-001-03",1,21,500,2021,500,2,,1,2020,7,2021,5,1,,240,2,
"21-76-15-17","7404-001-01",1,21,200,2021,200,2,,2,,,,,,,,,
"42-34-84-46","7442-001-01",1,45,20,2010,0,2,,1,2021,4,2021,4,1,,100,1,5
"45-12-70-00","7463-001-07",2,45,15,2020,15,2,,2,,,,,,,,,
"69-36-57-37","7468-001-01",1,21,200,2020,200,2,,1,2020,6,2021,5,1,2,240,2,
"49-77-34-97","7482-001-03",1,21,400,2020,400,2,,1,2020,5,2021,6,1,,260,2,
"07-35-63-02","7560-001-03",1,21,222,2020,222,2,,2,,,,,,,,,
"86-24-82-75","7596-001-01",1,21,800,2020,400,2,,1,2020,7,2021,8,1,,840,2,
"98-74-97-82","7616-001-01",1,21,100,2020,100,2,,2,,,,,,,,,
"98-74-97-82","7616-001-01",1,45,45,2015,10,2,,1,2020,4,2021,5,1,,50,1,5
"14-19-96-87","7623-001-01",1,21,100,2019,70,2,,1,2020,8,2021,4,1,,240,2,
"72-11-98-01","7650-001-01",1,44,2,1998,0,1,2,1,2021,5,2021,7,2,,60,2,
"44-04-92-35","7651-001-01",2,21,15,2020,0,2,,1,2021,7,2021,7,2,,50,2,
"62-17-78-36","7653-001-01",1,34,10,2020,0,1,2,1,2020,7,2020,7,2,,10,2,
"38-38-42-78","7655-001-01",1,44,6,1992,0,2,,2,,,,,,,,,
"38-38-42-78","7655-001-01",1,45,1,1992,0,2,,1,2020,10,2021,6,1,2,25,2,
"38-38-42-78","7655-001-01",1,56,1,2013,0,2,,1,2021,6,2021,7,1,2,10,2,
"64-69-57-40","7657-001-01",2,44,10,2015,0,1,2,2,,,,,,,,,
"64-69-57-40","7657-001-01",2,45,3,2019,0,1,1,2,,,,,,,,,
"64-69-57-40","7657-001-01",2,46,20,2020,0,1,1,2,,,,,,,,,
"64-69-57-40","7657-001-01",2,304,3,2020,0,1,2,2,,,,,,,,,
"17-20-31-19","7657-001-03",1,34,1,2021,0,1,2,2,,,,,,,,,
"73-28-16-65","7692-001-01",1,21,500,2020,0,2,,1,2020,8,2021,7,1,,1500,2,
"73-28-16-65","7692-001-01",1,44,2,2002,0,2,,1,2021,3,2021,4,1,,10,2,
"73-28-16-65","7692-001-01",1,46,6,2011,0,2,,1,2020,9,2020,11,1,,20,2,
"59-61-20-39","7693-001-01",1,304,296,2016,112,1,3,2,,,,,,,,,
"48-86-67-22","7695-001-01",1,304,70,1999,0,2,,2,,,,,,,,,
"43-93-30-83","7709-001-01",1,21,20,2020,0,1,2,1,2020,7,2020,9,1,,200,2,
"43-93-30-83","7709-001-01",1,60,400,2017,0,1,2,1,2020,6,2020,7,1,,350,1,5
"08-11-59-49","7711-001-01",1,21,2500,2019,1500,1,2,1,2020,4,2020,6,1,,500,2,
"08-11-59-49","7711-001-01",1,46,5,2020,5,1,2,2,,,,,,,,,
"15-42-73-60","7728-001-01",1,303,20,1900,0,1,2,2,,,,,,,,,
"15-42-73-60","7728-001-01",2,303,45,1900,0,1,2,2,,,,,,,,,
"26-88-11-76","7732-001-06",1,46,2,2021,2,1,2,2,,,,,,,,,
"81-04-14-29","7751-001-01",1,60,25,2020,2,2,,1,2020,9,2020,9,1,4,45,2,
"96-06-39-80","7764-001-01",1,46,100,2018,0,2,,2,,,,,,,,,
"96-06-39-80","7764-001-01",2,21,150,2020,0,1,2,1,2020,8,2020,10,1,2,150,2,
"09-26-56-73","7767-001-01",1,45,1,2021,1,1,2,2,,,,,,,,,
"09-26-56-73","7767-001-01",1,46,20,2020,20,1,2,2,,,,,,,,,
"09-26-56-73","7767-001-01",2,46,60,2018,0,1,2,2,,,,,,,,,
"36-91-08-38","7767-001-02",1,45,2,2020,2,1,2,2,,,,,,,,,
"66-99-05-82","7770-001-01",1,21,150,2020,150,1,2,1,2020,5,2021,4,1,,120,2,
"66-99-05-82","7770-001-01",1,46,50,1900,15,1,2,1,2020,9,2020,11,1,4,300,2,
"66-99-05-82","7770-001-01",2,46,3,1900,0,1,2,1,2020,9,2020,11,1,4,50,2,
"66-99-05-82","7770-001-01",4,46,45,1900,0,1,2,1,2020,9,2020,10,1,4,100,2,
"11-76-93-90","7771-001-01",2,46,18,1900,0,2,,1,2020,10,2020,12,1,,160,2,
"93-67-00-46","7771-001-02",1,21,120,2020,150,2,,1,2021,4,2021,4,1,,10,2,
"19-27-38-76","7772-001-01",1,46,6,9999,0,1,2,2,,,,,,,,,
"19-27-38-76","7772-001-01",2,46,60,1970,0,1,2,2,,,,,,,,,
"64-51-13-87","7784-001-01",1,45,16,2011,4,1,2,1,2020,3,2021,2,1,2,50,2,
"64-51-13-87","7784-001-01",2,46,65,1900,8,1,2,1,2020,7,2020,11,1,2,1600,2,
"64-51-13-87","7784-001-01",3,21,600,2020,600,1,2,1,2020,7,2020,11,1,2,180,2,
"64-51-13-87","7784-001-01",3,46,72,1900,0,1,2,1,2020,7,2020,11,1,2,400,2,
"64-51-13-87","7784-001-01",6,21,700,2020,700,1,2,1,2020,7,2020,10,1,2,300,2,
"64-51-13-87","7784-001-01",6,46,46,1900,15,1,2,1,2020,7,2020,12,1,2,600,2,
"94-73-38-05","7785-001-01",2,46,20,2000,0,2,,1,2020,9,2020,12,1,,230,2,
"07-40-14-61","7785-001-07",1,45,3,2008,0,2,,2,,,,,,,,,
"63-96-57-65","7789-001-01",1,46,50,2016,10,1,2,2,,,,,,,,,
"63-96-57-65","7789-001-01",3,46,70,1900,0,2,,2,,,,,,,,,
"63-96-57-65","7789-001-01",4,46,20,1900,20,2,,2,,,,,,,,,
"37-79-76-00","7789-001-02",1,45,2,2004,1,2,,1,2020,11,2021,1,2,,7,2,
"37-79-76-00","7789-001-02",2,46,8,1985,0,2,,1,2020,10,2020,12,2,,50,2,
"37-79-76-00","7789-001-02",3,46,13,1990,0,2,,1,2020,10,2020,12,2,,30,2,
"16-12-93-02","7790-001-02",2,21,125,2019,125,2,,1,2020,9,2020,10,2,3,120,2,
"16-12-93-02","7790-001-02",3,21,75,2019,0,2,,1,2020,9,2020,11,2,3,90,2,
"16-12-93-02","7790-001-02",5,21,150,2019,40,1,3,1,2020,9,2020,11,2,3,480,1,3
"16-12-93-02","7790-001-02",5,46,35,1900,0,2,,1,2020,10,2020,12,3,,180,2,
"16-12-93-02","7790-001-02",6,46,18,1900,0,2,,1,2020,10,2020,12,2,,98,2,
"16-12-93-02","7790-001-02",7,45,1,1900,0,2,,1,2020,3,2021,2,2,3,650,2,
"40-64-10-34","7802-001-01",1,45,26,1988,0,1,2,1,2020,3,2021,4,1,2,60,2,
"40-64-10-34","7802-001-01",1,304,13,2000,0,1,2,2,,,,,,,,,
"40-64-10-34","7802-001-01",2,46,315,1988,0,2,,2,,,,,,,,,
"40-64-10-34","7802-001-01",3,46,270,2019,0,2,,2,,,,,,,,,
"40-64-10-34","7802-001-01",4,46,90,1900,0,2,,2,,,,,,,,,
"40-64-10-34","7802-001-01",5,46,180,1900,0,2,,2,,,,,,,,,
"17-90-17-26","7804-001-01",1,46,500,2001,0,2,,1,2020,11,2021,1,1,,900,2,
"17-90-17-26","7804-001-01",2,45,7,2003,2,2,,2,,,,,,,,,
"60-23-57-07","7805-001-01",1,21,100,2020,100,2,,1,2020,6,2021,5,1,2,200,2,
"60-23-57-07","7805-001-01",2,46,40,1987,0,2,,1,2020,9,2020,12,1,,400,2,
"60-23-57-07","7805-001-01",3,46,20,2016,0,2,,2,,,,,,,,,
"17-34-94-88","7806-001-01",2,21,62,2021,53,2,,2,,,,,,,,,
"17-34-94-88","7806-001-01",2,46,101,2019,0,1,2,1,2020,12,2020,12,1,,90,1,3
"17-34-94-88","7806-001-01",3,45,3,2014,0,1,2,1,2021,2,2021,2,1,,245,2,
"81-48-53-17","7806-001-02",1,45,4,2020,3,1,2,2,,,,,,,,,
"81-48-53-17","7806-001-02",1,46,1,1999,0,1,2,1,2020,11,2020,12,1,2,20,1,1
"25-44-43-18","7807-001-01",1,46,3,2010,0,2,,2,,,,,,,,,
"95-48-94-61","7808-001-01",1,21,1000,2021,1000,1,2,1,2020,5,2021,4,1,2,400,2,
"95-48-94-61","7808-001-01",1,45,2,2019,0,1,2,2,,,,,,,,,
"95-48-94-61","7808-001-01",1,46,9,1900,0,1,2,1,2020,5,2021,4,1,2,15,2,
"95-48-94-61","7808-001-01",1,60,6,2019,0,1,2,1,2020,5,2021,4,1,2,20,2,
"95-48-94-61","7808-001-01",1,304,15,2017,0,1,2,2,,,,,,,,,
"95-48-94-61","7808-001-01",2,46,45,2016,15,1,2,2,,,,,,,,,
"95-48-94-61","7808-001-01",4,21,500,2021,500,1,2,2,,,,,,,,,
"95-48-94-61","7808-001-01",4,46,30,1900,10,1,2,1,2020,5,2021,4,1,2,100,2,
"95-48-94-61","7808-001-01",5,46,50,1900,0,2,,1,2020,5,2021,4,1,2,200,2,
"16-78-00-15","7809-001-01",1,21,45,2020,45,1,2,2,,,,,,,,,
"16-78-00-15","7809-001-01",1,45,7,2009,0,1,2,1,2020,6,2020,12,1,2,10,2,
"16-78-00-15","7809-001-01",1,46,45,2015,0,1,2,1,2020,11,2020,12,1,2,30,2,
"16-78-00-15","7809-001-01",2,21,300,2019,150,1,2,1,2020,8,2020,9,1,2,240,1,2
"16-78-00-15","7809-001-01",2,46,150,2011,0,1,2,1,2020,11,2021,1,1,2,150,2,
"16-78-00-15","7809-001-01",3,46,45,2011,0,1,2,1,2020,11,2021,1,1,2,120,2,
"16-78-00-15","7809-001-01",4,21,300,2019,0,1,2,2,,,,,,,,,
"16-78-00-15","7809-001-01",4,46,400,2017,0,1,2,1,2020,11,2021,1,1,2,500,1,5
"16-78-00-15","7809-001-01",5,21,300,2020,300,1,2,2,,,,,,,,,
"16-78-00-15","7809-001-01",5,46,45,2017,0,1,2,2,,,,,,,,,
"16-78-00-15","7809-001-01",6,46,45,1990,0,2,,1,2020,11,2021,1,1,2,100,2,
"33-34-92-88","7811-001-01",1,21,75,2020,50,1,2,2,,,,,,,,,
"33-34-92-88","7811-001-01",1,46,10,2013,0,1,2,1,2020,12,2021,1,1,2,10,2,
"33-34-92-88","7811-001-01",2,46,102,1999,0,2,,1,2020,12,2021,1,1,2,360,2,
"74-19-50-75","7821-001-01",1,21,200,2020,150,1,2,1,2020,6,2020,11,1,,80,2,
"74-19-50-75","7821-001-01",1,45,7,2005,0,1,2,1,2020,7,2021,6,1,,118,2,
"74-19-50-75","7821-001-01",4,46,30,2001,0,1,2,1,2020,10,2020,11,1,,170,2,
"05-58-61-24","7821-001-02",1,46,2,9999,0,1,2,1,2020,8,2020,10,1,,30,2,
"05-58-61-24","7821-001-02",2,21,523,2020,523,1,2,2,,,,,,,,,
"05-58-61-24","7821-001-02",2,46,6,9999,0,1,2,1,2020,8,2020,10,1,,70,2,
"16-78-25-51","7822-001-01",1,21,150,2020,150,1,2,1,2020,4,2020,8,1,,120,2,
"16-78-25-51","7822-001-01",1,45,1,1990,0,1,2,1,2020,7,2021,6,1,,40,2,
"16-78-25-51","7822-001-01",2,21,100,2020,100,1,2,1,2020,5,2020,8,1,,60,2,
"95-78-69-01","7823-001-02",2,45,9,2020,20,1,2,1,2021,3,2021,6,1,2,180,2,
"95-78-69-01","7823-001-02",2,46,300,2021,300,1,1,2,,,,,,,,,
"63-30-99-24","7824-001-01",1,46,1,1999,0,1,2,1,2020,9,2020,10,1,,60,1,1
"63-30-99-24","7824-001-01",2,46,62,2009,0,1,2,1,2020,9,2020,10,1,,171,1,3
"63-30-99-24","7824-001-01",4,46,3,1985,2,1,2,2,,,,,,,,,
"19-13-36-44","7826-001-02",1,21,145,2019,80,2,,1,2020,7,2021,6,9,,180,2,
"19-13-36-44","7826-001-02",4,46,7,1900,0,2,,1,2020,10,2020,12,9,,9,2,
"11-01-62-71","7826-001-04",2,21,120,2018,0,2,,1,2021,7,2021,11,1,2,300,2,
"11-01-62-71","7826-001-04",2,45,5,1900,0,2,,1,2021,6,2021,11,1,2,75,2,
"19-76-47-95","7827-001-01",2,45,9,2018,0,1,2,2,,,,,,,,,
"19-76-47-95","7827-001-01",2,46,100,2017,10,1,2,1,2020,9,2020,11,1,2,336,1,4
"18-60-12-92","7827-001-02",1,21,100,2021,100,2,,1,2021,5,2021,6,2,4,40,2,
"17-99-40-21","7840-001-01",2,46,60,1990,20,2,,2,,,,,,,,,
"17-99-40-21","7840-001-01",3,46,190,1913,27,1,2,1,2020,9,2020,12,1,2,825,1,5
"49-58-44-74","7841-001-01",2,46,45,2006,15,2,,2,,,,,,,,,
"29-74-60-14","7842-001-01",3,21,2000,2020,0,1,2,1,2020,8,2020,8,1,,480,2,
"29-74-60-14","7842-001-01",3,46,50,2001,0,1,2,1,2020,11,2020,12,1,,80,2,
"63-73-59-66","7842-001-03",2,21,600,2020,100,1,2,1,2020,8,2021,7,1,2,450,1,2
"63-73-59-66","7842-001-03",2,46,28,1900,0,1,2,1,2020,9,2020,11,1,2,20,2,
"22-67-43-59","7843-001-01",2,46,36,1900,0,2,,2,,,,,,,,,
"22-67-43-59","7843-001-01",3,21,1000,2019,600,1,2,1,2020,8,2021,7,1,2,1100,1,2
"22-67-43-59","7843-001-01",3,46,16,2004,0,1,2,2,,,,,,,,,
"22-67-43-59","7843-001-01",4,46,5,2020,5,2,,2,,,,,,,,,
"45-51-75-37","7844-001-01",1,21,400,2020,400,1,2,1,2020,7,2020,7,1,2,200,1,2
"45-51-75-37","7844-001-01",1,46,8,2013,0,1,2,2,,,,,,,,,
"56-26-44-99","7845-001-01",1,45,2,2017,0,1,2,2,,,,,,,,,
"56-26-44-99","7845-001-01",2,21,500,2020,500,1,2,1,2021,6,2021,7,1,2,300,2,
"56-26-44-99","7845-001-01",2,46,50,2015,0,1,2,2,,,,,,,,,
"21-16-08-16","7846-001-01",3,21,200,2020,0,2,,1,2020,6,2021,7,1,,400,2,
"21-16-08-16","7846-001-01",3,46,21,2004,0,2,,1,2020,9,2020,11,1,,220,2,
"08-12-65-70","7847-001-01",1,46,76,2012,0,2,,2,,,,,,,,,
"08-12-65-70","7847-001-01",3,46,27,2013,0,2,,2,,,,,,,,,
"08-12-65-70","7847-001-01",4,46,20,2014,0,2,,2,,,,,,,,,
"08-12-65-70","7847-001-01",6,21,33,2020,26,1,2,1,2020,7,2020,7,1,,120,2,
"08-12-65-70","7847-001-01",6,46,1,2016,0,1,2,1,2020,11,2020,11,1,,25,1,4
"83-27-07-27","7847-001-02",1,21,100,2021,200,2,,1,2021,5,2021,7,1,,100,2,
"83-27-07-27","7847-001-02",2,21,600,2021,600,2,,2,,,,,,,,,
"83-27-07-27","7847-001-02",2,46,12,2018,0,2,,2,,,,,,,,,
"13-86-84-69","7859-001-01",1,46,23,2016,2,2,,1,2020,12,2021,1,1,,4,2,
"13-86-84-69","7859-001-01",2,46,16,2020,16,2,,2,,,,,,,,,
"13-86-84-69","7859-001-01",3,46,6,2019,0,2,,2,,,,,,,,,
"70-91-07-55","7860-001-01",1,21,27,2019,13,1,2,1,2020,8,2021,7,1,,135,2,
"70-91-07-55","7860-001-01",1,45,1,1900,0,2,,1,2020,8,2021,7,1,,46,2,
"70-91-07-55","7860-001-01",2,46,10,2000,0,2,,2,,,,,,,,,
