"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"96-42-34-30","6019-001-02",3,,,,,,,,,,,,
"57-59-03-69","6020-001-01",1,,,,,,,,,,,,
"57-59-03-69","6020-001-01",2,,,,,,,,,,,,
"57-59-03-69","6020-001-01",3,,,,,,,,,,,,
"68-25-13-09","6021-001-01",1,1,3,4,3,2,,,,,,,
"68-25-13-09","6021-001-01",2,2,,,,,,,,,,,
"68-25-13-09","6021-001-01",3,2,,,,,,,,,,,
"55-34-45-24","6022-001-01",1,,,,,,,,,,,,
"55-34-45-24","6022-001-01",2,,,,,,,,,,,,
"55-34-45-24","6022-001-01",3,,,,,,,,,,,,
"66-36-27-88","6023-001-01",1,,,,,,,,,,,,
"66-36-27-88","6023-001-01",2,,,,,,,,,,,,
"66-36-27-88","6023-001-01",3,,,,,,,,,,,,
"73-52-71-34","6023-001-02",1,1,4,12,3,2,,,,,,,
"73-52-71-34","6023-001-02",2,2,,,,,,,,,,,
"73-52-71-34","6023-001-02",3,2,,,,,,,,,,,
"07-48-74-58","6035-001-01",1,,,,,,,,,,,,
"07-48-74-58","6035-001-01",2,,,,,,,,,,,,
"07-48-74-58","6035-001-01",3,,,,,,,,,,,,
"83-05-08-18","6036-001-01",1,,,,,,,,,,,,
"83-05-08-18","6036-001-01",2,,,,,,,,,,,,
"83-05-08-18","6036-001-01",3,,,,,,,,,,,,
"10-14-55-39","6037-001-01",1,,,,,,,,,,,,
"10-14-55-39","6037-001-01",2,,,,,,,,,,,,
"10-14-55-39","6037-001-01",3,,,,,,,,,,,,
"12-59-79-52","6038-001-01",1,,,,,,,,,,,,
"12-59-79-52","6038-001-01",2,,,,,,,,,,,,
"12-59-79-52","6038-001-01",3,,,,,,,,,,,,
"02-10-69-09","6039-001-01",1,,,,,,,,,,,,
"02-10-69-09","6039-001-01",2,,,,,,,,,,,,
"02-10-69-09","6039-001-01",3,,,,,,,,,,,,
"62-44-54-15","6040-001-01",1,1,3,25,3,2,,,,,,,
"62-44-54-15","6040-001-01",2,2,,,,,,,,,,,
"62-44-54-15","6040-001-01",3,2,,,,,,,,,,,
"69-16-29-08","6042-001-01",1,1,6,12,3,2,,,,,,,
"69-16-29-08","6042-001-01",2,2,,,,,,,,,,,
"69-16-29-08","6042-001-01",3,2,,,,,,,,,,,
"42-91-10-70","6042-001-03",1,1,2,15,3,2,,,,,,,
"42-91-10-70","6042-001-03",2,2,,,,,,,,,,,
"42-91-10-70","6042-001-03",3,2,,,,,,,,,,,
"12-27-66-47","6054-001-01",1,,,,,,,,,,,,
"12-27-66-47","6054-001-01",2,,,,,,,,,,,,
"12-27-66-47","6054-001-01",3,,,,,,,,,,,,
"55-99-58-57","6055-001-01",1,,,,,,,,,,,,
"55-99-58-57","6055-001-01",2,,,,,,,,,,,,
"55-99-58-57","6055-001-01",3,,,,,,,,,,,,
"87-85-63-38","6056-001-01",1,,,,,,,,,,,,
"87-85-63-38","6056-001-01",2,,,,,,,,,,,,
"87-85-63-38","6056-001-01",3,,,,,,,,,,,,
"51-02-45-50","6057-001-01",1,,,,,,,,,,,,
"51-02-45-50","6057-001-01",2,,,,,,,,,,,,
"51-02-45-50","6057-001-01",3,,,,,,,,,,,,
"16-83-63-44","6058-001-01",1,,,,,,,,,,,,
"16-83-63-44","6058-001-01",2,,,,,,,,,,,,
"16-83-63-44","6058-001-01",3,,,,,,,,,,,,
"93-38-63-79","6059-001-01",1,,,,,,,,,,,,
"93-38-63-79","6059-001-01",2,,,,,,,,,,,,
"93-38-63-79","6059-001-01",3,,,,,,,,,,,,
"60-28-98-04","6060-001-01",1,,,,,,,,,,,,
"60-28-98-04","6060-001-01",2,,,,,,,,,,,,
"60-28-98-04","6060-001-01",3,,,,,,,,,,,,
"63-57-65-06","6061-001-02",1,,,,,,,,,,,,
"63-57-65-06","6061-001-02",2,,,,,,,,,,,,
"63-57-65-06","6061-001-02",3,,,,,,,,,,,,
"88-88-77-01","6074-001-01",1,1,3,12,3,2,,,,,,,
"88-88-77-01","6074-001-01",2,2,,,,,,,,,,,
"88-88-77-01","6074-001-01",3,2,,,,,,,,,,,
"47-51-56-85","6075-001-01",1,1,1,8,3,2,,,,,,,
"47-51-56-85","6075-001-01",2,2,,,,,,,,,,,
"47-51-56-85","6075-001-01",3,2,,,,,,,,,,,
"03-51-56-44","6076-001-01",1,2,,,,,,,,,,,
"03-51-56-44","6076-001-01",2,2,,,,,,,,,,,
"03-51-56-44","6076-001-01",3,2,,,,,,,,,,,
"04-11-05-77","6077-001-01",1,1,4,16,3,2,,,,,,,
"04-11-05-77","6077-001-01",2,2,,,,,,,,,,,
"04-11-05-77","6077-001-01",3,2,,,,,,,,,,,
"90-51-97-20","6078-001-01",1,2,,,,,,,,,,,
"90-51-97-20","6078-001-01",2,2,,,,,,,,,,,
"90-51-97-20","6078-001-01",3,2,,,,,,,,,,,
"97-93-22-89","6080-001-01",1,1,2,40,3,1,80,3,16000,16,1,1,
"97-93-22-89","6080-001-01",2,2,,,,,,,,,,,
"97-93-22-89","6080-001-01",3,2,,,,,,,,,,,
"69-83-52-17","6081-001-01",1,2,,,,,,,,,,,
"69-83-52-17","6081-001-01",2,2,,,,,,,,,,,
"69-83-52-17","6081-001-01",3,2,,,,,,,,,,,
"98-41-89-29","6092-001-01",1,1,4,16,3,2,,,,,,,
"98-41-89-29","6092-001-01",2,2,,,,,,,,,,,
"98-41-89-29","6092-001-01",3,2,,,,,,,,,,,
"67-53-69-10","6093-001-01",1,,,,,,,,,,,,
"67-53-69-10","6093-001-01",2,,,,,,,,,,,,
"67-53-69-10","6093-001-01",3,,,,,,,,,,,,
"58-61-73-62","6094-001-01",1,,,,,,,,,,,,
"58-61-73-62","6094-001-01",2,,,,,,,,,,,,
"58-61-73-62","6094-001-01",3,,,,,,,,,,,,
"54-05-19-51","6094-001-02",1,2,,,,,,,,,,,
"54-05-19-51","6094-001-02",2,2,,,,,,,,,,,
"54-05-19-51","6094-001-02",3,2,,,,,,,,,,,
"23-11-44-09","6095-001-01",1,1,3,13,3,2,,,,,,,
"23-11-44-09","6095-001-01",2,2,,,,,,,,,,,
"23-11-44-09","6095-001-01",3,2,,,,,,,,,,,
"67-38-97-81","6096-001-01",1,1,1,18,3,2,,,,,,,
"67-38-97-81","6096-001-01",2,2,,,,,,,,,,,
"67-38-97-81","6096-001-01",3,2,,,,,,,,,,,
"54-69-37-59","6097-001-01",1,,,,,,,,,,,,
"54-69-37-59","6097-001-01",2,,,,,,,,,,,,
"54-69-37-59","6097-001-01",3,,,,,,,,,,,,
"17-87-45-37","6098-001-01",1,1,5,16,3,2,,,,,,,
"17-87-45-37","6098-001-01",2,2,,,,,,,,,,,
"17-87-45-37","6098-001-01",3,2,,,,,,,,,,,
"82-38-88-87","6099-001-01",1,,,,,,,,,,,,
"82-38-88-87","6099-001-01",2,,,,,,,,,,,,
"82-38-88-87","6099-001-01",3,,,,,,,,,,,,
"11-28-10-27","6111-001-02",1,1,3,20,3,2,,,,,,,
"11-28-10-27","6111-001-02",2,2,,,,,,,,,,,
"11-28-10-27","6111-001-02",3,2,,,,,,,,,,,
"32-80-84-06","6112-001-01",1,,,,,,,,,,,,
"32-80-84-06","6112-001-01",2,,,,,,,,,,,,
"32-80-84-06","6112-001-01",3,,,,,,,,,,,,
"37-68-62-19","6113-001-01",1,1,3,9,3,2,,,,,,,
"37-68-62-19","6113-001-01",2,2,,,,,,,,,,,
"37-68-62-19","6113-001-01",3,2,,,,,,,,,,,
"54-19-44-17","6114-001-01",1,,,,,,,,,,,,
"54-19-44-17","6114-001-01",2,,,,,,,,,,,,
"54-19-44-17","6114-001-01",3,,,,,,,,,,,,
"11-95-77-21","6115-001-01",1,2,,,,,,,,,,,
"11-95-77-21","6115-001-01",2,2,,,,,,,,,,,
"11-95-77-21","6115-001-01",3,2,,,,,,,,,,,
"59-91-92-12","6116-001-01",1,,,,,,,,,,,,
"59-91-92-12","6116-001-01",2,,,,,,,,,,,,
"59-91-92-12","6116-001-01",3,,,,,,,,,,,,
"93-28-31-46","6117-001-01",1,2,,,,,,,,,,,
"93-28-31-46","6117-001-01",2,2,,,,,,,,,,,
"93-28-31-46","6117-001-01",3,2,,,,,,,,,,,
"57-19-84-55","6118-001-01",1,2,,,,,,,,,,,
"57-19-84-55","6118-001-01",2,2,,,,,,,,,,,
"57-19-84-55","6118-001-01",3,2,,,,,,,,,,,
"62-45-14-04","6130-001-01",1,,,,,,,,,,,,
"62-45-14-04","6130-001-01",2,,,,,,,,,,,,
"62-45-14-04","6130-001-01",3,,,,,,,,,,,,
"43-13-81-13","6131-001-01",1,2,,,,,,,,,,,
"43-13-81-13","6131-001-01",2,2,,,,,,,,,,,
"43-13-81-13","6131-001-01",3,2,,,,,,,,,,,
"99-47-59-37","6132-001-01",1,2,,,,,,,,,,,
"99-47-59-37","6132-001-01",2,2,,,,,,,,,,,
"99-47-59-37","6132-001-01",3,2,,,,,,,,,,,
"27-72-81-60","6133-001-01",1,1,5,13,3,2,,,,,,,
"27-72-81-60","6133-001-01",2,2,,,,,,,,,,,
"27-72-81-60","6133-001-01",3,2,,,,,,,,,,,
"37-44-76-90","6134-001-01",1,,,,,,,,,,,,
"37-44-76-90","6134-001-01",2,,,,,,,,,,,,
"37-44-76-90","6134-001-01",3,,,,,,,,,,,,
"22-70-22-95","6135-001-01",1,,,,,,,,,,,,
"22-70-22-95","6135-001-01",2,,,,,,,,,,,,
"22-70-22-95","6135-001-01",3,,,,,,,,,,,,
"88-89-71-03","6136-001-01",1,2,,,,,,,,,,,
"88-89-71-03","6136-001-01",2,2,,,,,,,,,,,
"88-89-71-03","6136-001-01",3,2,,,,,,,,,,,
"78-07-69-38","6137-001-01",1,2,,,,,,,,,,,
"78-07-69-38","6137-001-01",2,2,,,,,,,,,,,
"78-07-69-38","6137-001-01",3,2,,,,,,,,,,,
"65-97-14-24","6149-001-03",1,,,,,,,,,,,,
"65-97-14-24","6149-001-03",2,,,,,,,,,,,,
"65-97-14-24","6149-001-03",3,,,,,,,,,,,,
"86-36-46-36","6150-001-02",1,,,,,,,,,,,,
"86-36-46-36","6150-001-02",2,,,,,,,,,,,,
"86-36-46-36","6150-001-02",3,,,,,,,,,,,,
"88-99-03-54","6151-001-01",1,,,,,,,,,,,,
"88-99-03-54","6151-001-01",2,,,,,,,,,,,,
"88-99-03-54","6151-001-01",3,,,,,,,,,,,,
"70-44-66-33","6152-001-01",1,2,,,,,,,,,,,
"70-44-66-33","6152-001-01",2,2,,,,,,,,,,,
"70-44-66-33","6152-001-01",3,2,,,,,,,,,,,
"52-66-48-20","6153-001-01",1,,,,,,,,,,,,
"52-66-48-20","6153-001-01",2,,,,,,,,,,,,
"52-66-48-20","6153-001-01",3,,,,,,,,,,,,
"00-62-14-06","6154-001-01",1,2,,,,,,,,,,,
"00-62-14-06","6154-001-01",2,2,,,,,,,,,,,
"00-62-14-06","6154-001-01",3,2,,,,,,,,,,,
"21-27-12-89","6155-001-01",1,1,4,46,3,2,,,,,,,
"21-27-12-89","6155-001-01",2,2,,,,,,,,,,,
"21-27-12-89","6155-001-01",3,2,,,,,,,,,,,
"43-45-32-85","6155-001-03",1,,,,,,,,,,,,
"43-45-32-85","6155-001-03",2,,,,,,,,,,,,
"43-45-32-85","6155-001-03",3,,,,,,,,,,,,
"76-95-55-86","6156-001-01",1,2,,,,,,,,,,,
"76-95-55-86","6156-001-01",2,2,,,,,,,,,,,
"76-95-55-86","6156-001-01",3,2,,,,,,,,,,,
"26-10-81-99","6170-001-01",1,,,,,,,,,,,,
"26-10-81-99","6170-001-01",2,,,,,,,,,,,,
"26-10-81-99","6170-001-01",3,,,,,,,,,,,,
"12-92-21-92","6171-001-01",1,,,,,,,,,,,,
"12-92-21-92","6171-001-01",2,,,,,,,,,,,,
"12-92-21-92","6171-001-01",3,,,,,,,,,,,,
"51-60-23-27","6171-001-03",1,,,,,,,,,,,,
"51-60-23-27","6171-001-03",2,,,,,,,,,,,,
"51-60-23-27","6171-001-03",3,,,,,,,,,,,,
"03-70-85-49","6172-001-01",1,,,,,,,,,,,,
"03-70-85-49","6172-001-01",2,,,,,,,,,,,,
"03-70-85-49","6172-001-01",3,,,,,,,,,,,,
"79-67-07-56","6172-001-05",1,,,,,,,,,,,,
"79-67-07-56","6172-001-05",2,,,,,,,,,,,,
"79-67-07-56","6172-001-05",3,,,,,,,,,,,,
"84-90-20-91","6172-001-06",1,1,3,10,3,2,,,,,,,
"84-90-20-91","6172-001-06",2,2,,,,,,,,,,,
"84-90-20-91","6172-001-06",3,2,,,,,,,,,,,
"35-50-92-43","6173-001-01",1,,,,,,,,,,,,
"35-50-92-43","6173-001-01",2,,,,,,,,,,,,
"35-50-92-43","6173-001-01",3,,,,,,,,,,,,
"99-88-87-92","6174-001-01",1,,,,,,,,,,,,
"99-88-87-92","6174-001-01",2,,,,,,,,,,,,
"99-88-87-92","6174-001-01",3,,,,,,,,,,,,
"47-39-58-57","6175-001-01",1,,,,,,,,,,,,
"47-39-58-57","6175-001-01",2,,,,,,,,,,,,
"47-39-58-57","6175-001-01",3,,,,,,,,,,,,
"31-00-34-19","6187-001-01",1,2,,,,,,,,,,,
"31-00-34-19","6187-001-01",2,2,,,,,,,,,,,
"31-00-34-19","6187-001-01",3,2,,,,,,,,,,,
"01-26-99-77","6188-001-01",1,1,3,7,3,2,,,,,,,
"01-26-99-77","6188-001-01",2,2,,,,,,,,,,,
"01-26-99-77","6188-001-01",3,2,,,,,,,,,,,
"70-41-05-64","6188-001-03",1,,,,,,,,,,,,
"70-41-05-64","6188-001-03",2,,,,,,,,,,,,
"70-41-05-64","6188-001-03",3,,,,,,,,,,,,
"51-98-37-19","6188-001-05",1,1,3,6,3,2,,,,,,,
"51-98-37-19","6188-001-05",2,2,,,,,,,,,,,
"51-98-37-19","6188-001-05",3,2,,,,,,,,,,,
"51-88-82-05","6189-001-02",1,,,,,,,,,,,,
"51-88-82-05","6189-001-02",2,,,,,,,,,,,,
"51-88-82-05","6189-001-02",3,,,,,,,,,,,,
"06-47-87-89","6191-001-01",1,,,,,,,,,,,,
"06-47-87-89","6191-001-01",2,,,,,,,,,,,,
"06-47-87-89","6191-001-01",3,,,,,,,,,,,,
"61-54-05-56","6193-001-01",1,2,,,,,,,,,,,
"61-54-05-56","6193-001-01",2,2,,,,,,,,,,,
"61-54-05-56","6193-001-01",3,2,,,,,,,,,,,
"79-89-89-37","6194-001-01",1,,,,,,,,,,,,
"79-89-89-37","6194-001-01",2,,,,,,,,,,,,
"79-89-89-37","6194-001-01",3,,,,,,,,,,,,
"37-52-14-90","6195-001-01",1,,,,,,,,,,,,
"37-52-14-90","6195-001-01",2,,,,,,,,,,,,
"37-52-14-90","6195-001-01",3,,,,,,,,,,,,
"06-31-96-51","6206-001-01",1,,,,,,,,,,,,
"06-31-96-51","6206-001-01",2,,,,,,,,,,,,
"06-31-96-51","6206-001-01",3,,,,,,,,,,,,
"82-69-24-92","6207-001-01",1,,,,,,,,,,,,
"82-69-24-92","6207-001-01",2,,,,,,,,,,,,
"82-69-24-92","6207-001-01",3,,,,,,,,,,,,
"54-09-11-75","6208-001-01",1,2,,,,,,,,,,,
"54-09-11-75","6208-001-01",2,2,,,,,,,,,,,
"54-09-11-75","6208-001-01",3,2,,,,,,,,,,,
"45-98-66-27","6209-001-01",1,2,,,,,,,,,,,
"45-98-66-27","6209-001-01",2,2,,,,,,,,,,,
"45-98-66-27","6209-001-01",3,2,,,,,,,,,,,
"99-49-58-42","6210-001-01",1,,,,,,,,,,,,
"99-49-58-42","6210-001-01",2,,,,,,,,,,,,
"99-49-58-42","6210-001-01",3,,,,,,,,,,,,
"52-94-78-51","6210-001-03",1,,,,,,,,,,,,
"52-94-78-51","6210-001-03",2,,,,,,,,,,,,
"52-94-78-51","6210-001-03",3,,,,,,,,,,,,
"26-39-50-18","6210-001-04",1,2,,,,,,,,,,,
"26-39-50-18","6210-001-04",2,2,,,,,,,,,,,
"26-39-50-18","6210-001-04",3,2,,,,,,,,,,,
"12-12-01-70","6211-001-01",1,,,,,,,,,,,,
"12-12-01-70","6211-001-01",2,,,,,,,,,,,,
"12-12-01-70","6211-001-01",3,,,,,,,,,,,,
"34-04-89-69","6212-001-02",1,,,,,,,,,,,,
"34-04-89-69","6212-001-02",2,,,,,,,,,,,,
"34-04-89-69","6212-001-02",3,,,,,,,,,,,,
"33-59-62-20","6213-001-01",1,,,,,,,,,,,,
"33-59-62-20","6213-001-01",2,,,,,,,,,,,,
"33-59-62-20","6213-001-01",3,,,,,,,,,,,,
"83-63-10-66","6225-001-01",1,,,,,,,,,,,,
"83-63-10-66","6225-001-01",2,,,,,,,,,,,,
"83-63-10-66","6225-001-01",3,,,,,,,,,,,,
"95-07-03-49","6227-001-01",1,1,4,15,3,2,,,,,,,
"95-07-03-49","6227-001-01",2,2,,,,,,,,,,,
"95-07-03-49","6227-001-01",3,1,1,15,2,2,,,,,,,
"08-97-23-09","6227-001-03",1,,,,,,,,,,,,
"08-97-23-09","6227-001-03",2,,,,,,,,,,,,
"08-97-23-09","6227-001-03",3,,,,,,,,,,,,
"11-91-38-75","6227-001-07",1,,,,,,,,,,,,
"11-91-38-75","6227-001-07",2,,,,,,,,,,,,
"11-91-38-75","6227-001-07",3,,,,,,,,,,,,
"56-36-73-36","6228-001-01",1,2,,,,,,,,,,,
"56-36-73-36","6228-001-01",2,2,,,,,,,,,,,
"56-36-73-36","6228-001-01",3,2,,,,,,,,,,,
"95-58-90-60","6229-001-01",1,1,2,6,3,2,,,,,,,
"95-58-90-60","6229-001-01",2,2,,,,,,,,,,,
"95-58-90-60","6229-001-01",3,2,,,,,,,,,,,
"41-83-47-55","6230-001-01",1,,,,,,,,,,,,
"41-83-47-55","6230-001-01",2,,,,,,,,,,,,
"41-83-47-55","6230-001-01",3,,,,,,,,,,,,
"55-78-97-51","6231-001-01",1,,,,,,,,,,,,
"55-78-97-51","6231-001-01",2,,,,,,,,,,,,
"55-78-97-51","6231-001-01",3,,,,,,,,,,,,
"31-43-47-48","6232-001-02",1,,,,,,,,,,,,
"31-43-47-48","6232-001-02",2,,,,,,,,,,,,
"31-43-47-48","6232-001-02",3,,,,,,,,,,,,
"42-99-08-38","6244-001-01",1,1,3,13,2,2,,,,,,,
"42-99-08-38","6244-001-01",2,2,,,,,,,,,,,
"42-99-08-38","6244-001-01",3,2,,,,,,,,,,,
"05-51-75-15","6245-001-01",1,1,5,12,3,2,,,,,,,
"05-51-75-15","6245-001-01",2,2,,,,,,,,,,,
"05-51-75-15","6245-001-01",3,2,,,,,,,,,,,
"09-68-04-75","6246-001-01",1,1,12,20,3,2,,,,,,,
"09-68-04-75","6246-001-01",2,2,,,,,,,,,,,
"09-68-04-75","6246-001-01",3,2,,,,,,,,,,,
"66-91-47-61","6247-001-01",1,1,3,15,3,1,20,3,5000,2,1,1,2
"66-91-47-61","6247-001-01",2,2,,,,,,,,,,,
"66-91-47-61","6247-001-01",3,2,,,,,,,,,,,
"61-92-53-50","6248-001-01",1,1,3,12,3,2,,,,,,,
"61-92-53-50","6248-001-01",2,2,,,,,,,,,,,
"61-92-53-50","6248-001-01",3,2,,,,,,,,,,,
"54-85-24-90","6249-001-01",1,,,,,,,,,,,,
"54-85-24-90","6249-001-01",2,,,,,,,,,,,,
"54-85-24-90","6249-001-01",3,,,,,,,,,,,,
"79-54-29-98","6250-001-01",1,1,3,16,3,2,,,,,,,
"79-54-29-98","6250-001-01",2,2,,,,,,,,,,,
"79-54-29-98","6250-001-01",3,2,,,,,,,,,,,
"66-49-35-95","6250-001-03",1,2,,,,,,,,,,,
"66-49-35-95","6250-001-03",2,2,,,,,,,,,,,
"66-49-35-95","6250-001-03",3,2,,,,,,,,,,,
"29-42-49-58","6251-001-01",1,2,,,,,,,,,,,
"29-42-49-58","6251-001-01",2,2,,,,,,,,,,,
"29-42-49-58","6251-001-01",3,2,,,,,,,,,,,
"83-23-74-00","6251-001-02",1,,,,,,,,,,,,
"83-23-74-00","6251-001-02",2,,,,,,,,,,,,
"83-23-74-00","6251-001-02",3,,,,,,,,,,,,
"42-21-30-21","6263-001-01",1,,,,,,,,,,,,
"42-21-30-21","6263-001-01",2,,,,,,,,,,,,
"42-21-30-21","6263-001-01",3,,,,,,,,,,,,
"77-10-93-70","6264-001-01",1,1,2,22,3,1,22,3,9000,4,1,1,7
"77-10-93-70","6264-001-01",2,2,,,,,,,,,,,
"77-10-93-70","6264-001-01",3,2,,,,,,,,,,,
"41-22-27-29","6264-001-02",1,,,,,,,,,,,,
"41-22-27-29","6264-001-02",2,,,,,,,,,,,,
"41-22-27-29","6264-001-02",3,,,,,,,,,,,,
"69-12-72-79","6264-001-03",1,,,,,,,,,,,,
"69-12-72-79","6264-001-03",2,,,,,,,,,,,,
"69-12-72-79","6264-001-03",3,,,,,,,,,,,,
"61-38-11-52","6264-001-04",1,,,,,,,,,,,,
"61-38-11-52","6264-001-04",2,,,,,,,,,,,,
"61-38-11-52","6264-001-04",3,,,,,,,,,,,,
"58-29-18-12","6265-001-01",1,2,,,,,,,,,,,
"58-29-18-12","6265-001-01",2,2,,,,,,,,,,,
"58-29-18-12","6265-001-01",3,2,,,,,,,,,,,
"56-37-50-42","6266-001-01",1,,,,,,,,,,,,
"56-37-50-42","6266-001-01",2,,,,,,,,,,,,
"56-37-50-42","6266-001-01",3,,,,,,,,,,,,
"25-91-76-28","6267-001-01",1,,,,,,,,,,,,
"25-91-76-28","6267-001-01",2,,,,,,,,,,,,
"25-91-76-28","6267-001-01",3,,,,,,,,,,,,
"82-70-52-52","6268-001-01",1,2,,,,,,,,,,,
"82-70-52-52","6268-001-01",2,2,,,,,,,,,,,
"82-70-52-52","6268-001-01",3,2,,,,,,,,,,,
"11-88-00-95","6269-001-01",1,1,4,17,3,2,,,,,,,
"11-88-00-95","6269-001-01",2,2,,,,,,,,,,,
"11-88-00-95","6269-001-01",3,2,,,,,,,,,,,
"11-72-84-76","6270-001-01",1,2,,,,,,,,,,,
"11-72-84-76","6270-001-01",2,2,,,,,,,,,,,
"11-72-84-76","6270-001-01",3,2,,,,,,,,,,,
"02-44-29-83","6283-001-01",1,,,,,,,,,,,,
"02-44-29-83","6283-001-01",2,,,,,,,,,,,,
"02-44-29-83","6283-001-01",3,,,,,,,,,,,,
"99-15-04-14","6284-001-02",1,,,,,,,,,,,,
"99-15-04-14","6284-001-02",2,,,,,,,,,,,,
"99-15-04-14","6284-001-02",3,,,,,,,,,,,,
"98-78-30-54","6285-001-01",1,,,,,,,,,,,,
"98-78-30-54","6285-001-01",2,,,,,,,,,,,,
"98-78-30-54","6285-001-01",3,,,,,,,,,,,,
"14-50-60-42","6286-001-01",1,,,,,,,,,,,,
"14-50-60-42","6286-001-01",2,,,,,,,,,,,,
"14-50-60-42","6286-001-01",3,,,,,,,,,,,,
"92-80-58-02","6287-001-01",1,,,,,,,,,,,,
"92-80-58-02","6287-001-01",2,,,,,,,,,,,,
"92-80-58-02","6287-001-01",3,,,,,,,,,,,,
"05-83-49-87","6288-001-01",1,,,,,,,,,,,,
"05-83-49-87","6288-001-01",2,,,,,,,,,,,,
"05-83-49-87","6288-001-01",3,,,,,,,,,,,,
"97-84-41-24","6288-001-03",1,,,,,,,,,,,,
"97-84-41-24","6288-001-03",2,,,,,,,,,,,,
"97-84-41-24","6288-001-03",3,,,,,,,,,,,,
"45-09-09-99","6289-001-01",1,,,,,,,,,,,,
"45-09-09-99","6289-001-01",2,,,,,,,,,,,,
"45-09-09-99","6289-001-01",3,,,,,,,,,,,,
"03-78-58-92","6289-001-02",1,1,2,60,3,2,,,,,,,
"03-78-58-92","6289-001-02",2,2,,,,,,,,,,,
"03-78-58-92","6289-001-02",3,2,,,,,,,,,,,
"94-96-70-82","6290-001-01",1,,,,,,,,,,,,
"94-96-70-82","6290-001-01",2,,,,,,,,,,,,
"94-96-70-82","6290-001-01",3,,,,,,,,,,,,
"97-50-28-13","6301-001-02",1,,,,,,,,,,,,
"97-50-28-13","6301-001-02",2,,,,,,,,,,,,
"97-50-28-13","6301-001-02",3,,,,,,,,,,,,
"41-23-56-72","6301-001-04",1,,,,,,,,,,,,
"41-23-56-72","6301-001-04",2,,,,,,,,,,,,
"41-23-56-72","6301-001-04",3,,,,,,,,,,,,
"73-14-75-69","6301-001-07",1,,,,,,,,,,,,
"73-14-75-69","6301-001-07",2,,,,,,,,,,,,
"73-14-75-69","6301-001-07",3,,,,,,,,,,,,
"45-02-64-57","6302-001-01",1,,,,,,,,,,,,
"45-02-64-57","6302-001-01",2,,,,,,,,,,,,
"45-02-64-57","6302-001-01",3,,,,,,,,,,,,
"05-10-56-88","6302-001-03",1,,,,,,,,,,,,
"05-10-56-88","6302-001-03",2,,,,,,,,,,,,
"05-10-56-88","6302-001-03",3,,,,,,,,,,,,
"87-73-43-11","6302-001-06",1,,,,,,,,,,,,
"87-73-43-11","6302-001-06",2,,,,,,,,,,,,
"87-73-43-11","6302-001-06",3,,,,,,,,,,,,
"48-73-01-38","6302-001-19",1,,,,,,,,,,,,
"48-73-01-38","6302-001-19",2,,,,,,,,,,,,
"48-73-01-38","6302-001-19",3,,,,,,,,,,,,
"47-56-84-86","6303-001-01",1,,,,,,,,,,,,
"47-56-84-86","6303-001-01",2,,,,,,,,,,,,
"47-56-84-86","6303-001-01",3,,,,,,,,,,,,
"05-90-43-76","6304-001-01",1,,,,,,,,,,,,
"05-90-43-76","6304-001-01",2,,,,,,,,,,,,
"05-90-43-76","6304-001-01",3,,,,,,,,,,,,
"58-60-80-36","6304-001-03",1,,,,,,,,,,,,
"58-60-80-36","6304-001-03",2,,,,,,,,,,,,
"58-60-80-36","6304-001-03",3,,,,,,,,,,,,
"22-39-67-02","6305-001-01",1,,,,,,,,,,,,
"22-39-67-02","6305-001-01",2,,,,,,,,,,,,
"22-39-67-02","6305-001-01",3,,,,,,,,,,,,
"90-71-51-00","6305-001-04",1,,,,,,,,,,,,
"90-71-51-00","6305-001-04",2,,,,,,,,,,,,
"90-71-51-00","6305-001-04",3,,,,,,,,,,,,
"70-65-42-62","6306-001-01",1,,,,,,,,,,,,
"70-65-42-62","6306-001-01",2,,,,,,,,,,,,
"70-65-42-62","6306-001-01",3,,,,,,,,,,,,
"27-39-94-01","6307-001-01",1,,,,,,,,,,,,
"27-39-94-01","6307-001-01",2,,,,,,,,,,,,
"27-39-94-01","6307-001-01",3,,,,,,,,,,,,
"59-09-89-42","6308-001-01",1,1,3,84,3,2,,,,,,,
"59-09-89-42","6308-001-01",2,2,,,,,,,,,,,
"59-09-89-42","6308-001-01",3,2,,,,,,,,,,,
"74-65-42-85","6320-001-01",1,1,4,16,3,2,,,,,,,
"74-65-42-85","6320-001-01",2,2,,,,,,,,,,,
"74-65-42-85","6320-001-01",3,2,,,,,,,,,,,
"50-37-26-69","6320-001-03",1,,,,,,,,,,,,
"50-37-26-69","6320-001-03",2,,,,,,,,,,,,
"50-37-26-69","6320-001-03",3,,,,,,,,,,,,
"83-65-66-32","6321-001-01",1,,,,,,,,,,,,
"83-65-66-32","6321-001-01",2,,,,,,,,,,,,
"83-65-66-32","6321-001-01",3,,,,,,,,,,,,
"89-64-79-51","6321-001-02",1,,,,,,,,,,,,
"89-64-79-51","6321-001-02",2,,,,,,,,,,,,
"89-64-79-51","6321-001-02",3,,,,,,,,,,,,
"53-68-21-89","6322-001-01",1,,,,,,,,,,,,
"53-68-21-89","6322-001-01",2,,,,,,,,,,,,
"53-68-21-89","6322-001-01",3,,,,,,,,,,,,
"64-19-71-75","6323-001-01",1,,,,,,,,,,,,
